Valeurs,Unite_temps,Titre,Ordonnees,Indicateur,SourceGraphique,Sous_indicateur,Nomenclature,Declinaison,Statistique,Zone_geographique,longitude,latitude,Unite_de_compte
5,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,47-Lot-et-Garonne,0.9806158,44.4325209,Victims
0,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,48-Lozere,2.2365314,48.7072527,Victims
13,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,49-Maine-et-Loire,-0.5421630853658539,47.453155,Victims
6,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,50-Manche,-0.4066415121951329,49.3338765,Victims
7,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,51-Marne,3.9941791,49.2586063,Victims
1,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,52-Haute-Marne,5.252910789751933,48.1329414,Victims
1,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,53-Mayenne,2.459475,48.804849,Victims
7,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,54-Meurthe-et-Moselle,5.9089103786214014,48.91712185,Victims
1,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,55-Meuse,2.5714844,48.8799103,Victims
12,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,56-Morbihan,-3.3593035,47.749296,Victims
6,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,57-Moselle,6.9927492,48.6129103,Victims
1,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,58-Nièvre,3.1638406,46.9898657,Victims
39,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,59-Nord,3.5107282130021114,50.361292,Victims
8,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,60-Oise,1.3273325,43.5848561,Victims
2,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,61-Orne,0.0448794208800975,48.575888000000006,Victims
23,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,62-Pas-de-Calais,2.716797140544105,50.4435265,Victims
7,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,63-Puy-de-Dome,3.1189333999999995,45.875876649999995,Victims
10,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,64-Pyrenees-Atlantiques,-1.779539,43.3686332,Victims
3,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,65-Hautes-Pyrenees,0.0474919,43.2523371,Victims
6,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,66-Pyrenees-Orientales,2.0699602,42.5094473,Victims
8,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,67-Bas-Rhin,7.468428518534385,48.46566955,Victims
3,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,68-Haut-Rhin,7.3219291,47.7699452,Victims
19,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,69-Rhône,4.8568756,45.7358369,Victims
1,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,70-Haute-Saone,5.7783285,47.2901769,Victims
1,2023,Homicides recorded by security services,Number of victims,Homicides and attempted homicides,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Homicides,Not specified,Not specified,Name,71-Saone-et-Loire,4.5443539,46.3841042,Victims
